bid_id,tender_id,vendor_id,bid_amount,submission_time,is_winner
BID000398,TEN0077,VEN0058,30674000,2024-01-18 09:32:45,False
BID000399,TEN0077,VEN0033,26781000,2024-02-06 13:46:46,True
BID000400,TEN0077,VEN0041,32116000,2024-02-05 11:33:16,False
BID000401,TEN0077,VEN0036,27361000,2024-01-05 11:43:06,False
BID000402,TEN0077,VEN0100,33449000,2024-01-05 10:10:31,False
BID000403,TEN0078,VEN0013,1829000,2021-12-26 13:32:55,False
BID000404,TEN0078,VEN0016,1816000,2021-12-14 10:59:03,False
BID000405,TEN0078,VEN0003,1610000,2021-12-08 15:09:22,False
BID000406,TEN0078,VEN0042,1645000,2021-12-30 15:04:42,False
BID000407,TEN0078,VEN0089,1904000,2021-12-07 13:45:51,False
BID000408,TEN0078,VEN0025,1492000,2021-12-02 15:36:59,True
BID000409,TEN0079,VEN0081,8248000,2021-03-04 13:55:15,False
BID000410,TEN0079,VEN0006,8978000,2021-03-03 16:19:51,False
BID000411,TEN0079,VEN0093,7743000,2021-03-02 11:16:21,False
BID000412,TEN0079,VEN0095,8988000,2021-03-08 15:38:01,False
BID000413,TEN0079,VEN0035,9622000,2021-02-19 16:08:28,False
BID000414,TEN0079,VEN0061,7403000,2021-03-08 10:12:14,False
BID000415,TEN0079,VEN0090,6833000,2021-02-27 09:17:28,True
BID000416,TEN0080,VEN0006,6579000,2021-02-16 14:20:30,False
BID000417,TEN0080,VEN0081,4907000,2021-01-30 15:28:21,False
BID000418,TEN0080,VEN0019,4892000,2021-02-03 14:12:36,True
BID000419,TEN0080,VEN0092,5040000,2021-01-13 16:35:06,False
BID000420,TEN0080,VEN0090,5637000,2021-01-31 11:37:10,False
BID000421,TEN0080,VEN0095,7094000,2021-02-06 09:11:44,False
BID000422,TEN0080,VEN0038,5646000,2021-01-12 10:34:06,False
BID000423,TEN0081,VEN0117,11628000,2024-01-05 13:34:42,False
BID000424,TEN0081,VEN0104,11129000,2023-12-14 15:27:59,False
BID000425,TEN0081,VEN0083,9300000,2023-12-22 15:27:46,True
BID000426,TEN0081,VEN0041,10457000,2024-01-04 11:31:45,False
BID000427,TEN0081,VEN0007,12383000,2024-01-05 10:51:10,False
BID000428,TEN0081,VEN0045,11228000,2024-01-02 10:22:58,False
BID000429,TEN0082,VEN0104,23861000,2024-12-09 15:07:26,False
BID000430,TEN0082,VEN0072,23119000,2024-12-29 11:06:34,False
BID000431,TEN0082,VEN0036,22071000,2024-12-11 12:46:24,True
BID000432,TEN0082,VEN0102,24336000,2024-12-30 09:41:56,False
BID000433,TEN0082,VEN0074,28087000,2024-12-16 12:09:08,False
BID000434,TEN0083,VEN0073,4229000,2023-09-23 09:23:55,True
BID000435,TEN0083,VEN0070,5371000,2023-11-05 00:00:00,False
BID000436,TEN0083,VEN0109,5024000,2023-10-24 16:02:10,False
BID000437,TEN0083,VEN0034,4484000,2023-10-07 09:41:43,False
BID000438,TEN0083,VEN0116,4490000,2023-10-14 09:54:52,False
BID000439,TEN0084,VEN0023,18953000,2022-03-12 15:52:26,False
BID000440,TEN0084,VEN0018,15691000,2022-03-27 15:01:06,False
BID000441,TEN0084,VEN0102,14198000,2022-03-12 17:50:28,True
BID000442,TEN0085,VEN0027,714000,2023-09-29 12:52:03,False
BID000443,TEN0085,VEN0073,649000,2023-10-06 00:00:00,False
BID000444,TEN0085,VEN0020,767000,2023-09-18 16:16:59,False
BID000445,TEN0085,VEN0031,550000,2023-09-30 11:13:59,True
BID000446,TEN0085,VEN0005,623000,2023-10-02 17:19:56,False
BID000447,TEN0085,VEN0047,676000,2023-09-27 13:38:07,False
BID000448,TEN0085,VEN0109,717000,2023-10-04 17:36:54,False
BID000449,TEN0086,VEN0058,22543000,2025-01-04 09:00:12,False
BID000450,TEN0086,VEN0045,22422000,2025-02-07 09:23:39,False
BID000451,TEN0086,VEN0001,19907000,2025-01-28 15:48:32,False
BID000452,TEN0086,VEN0023,18371000,2024-12-28 12:47:20,False
BID000453,TEN0086,VEN0102,18955000,2025-01-22 14:06:08,False
BID000454,TEN0086,VEN0056,15766000,2025-01-03 10:57:55,True
BID000455,TEN0086,VEN0052,18657000,2025-02-04 13:12:08,False
BID000456,TEN0087,VEN0037,1471000,2021-09-08 14:43:18,False
BID000457,TEN0087,VEN0064,1176000,2021-09-04 10:22:24,True
BID000458,TEN0088,VEN0118,3702000,2021-02-17 10:52:45,False
BID000459,TEN0088,VEN0087,2607000,2021-02-27 09:05:18,True
BID000460,TEN0088,VEN0018,2963000,2021-03-02 14:09:17,False
BID000461,TEN0088,VEN0120,3769000,2021-02-14 17:05:23,False
BID000462,TEN0088,VEN0041,2989000,2021-02-21 13:43:37,False
BID000463,TEN0088,VEN0102,2849000,2021-02-22 17:53:20,False
BID000464,TEN0088,VEN0058,3436000,2021-02-24 10:36:17,False
BID000465,TEN0088,VEN0056,3087000,2021-02-21 14:41:11,False
BID000466,TEN0089,VEN0015,2335000,2022-06-13 10:46:37,False
BID000467,TEN0089,VEN0060,2348000,2022-05-23 10:07:20,False
BID000468,TEN0089,VEN0098,2505000,2022-05-24 13:29:58,False
BID000469,TEN0089,VEN0108,2258000,2022-06-11 17:20:48,True
BID000470,TEN0089,VEN0112,2470000,2022-06-05 16:30:39,False
BID000471,TEN0090,VEN0005,9669000,2022-04-24 14:30:57,False
BID000472,TEN0090,VEN0030,10352000,2022-05-09 14:54:41,False
BID000473,TEN0090,VEN0082,7980000,2022-05-18 11:37:27,False
BID000474,TEN0090,VEN0021,8549000,2022-05-26 16:13:41,False
BID000475,TEN0090,VEN0076,9897000,2022-05-27 15:09:08,False
BID000476,TEN0090,VEN0109,11213000,2022-05-15 16:12:21,False
BID000477,TEN0090,VEN0004,7717000,2022-04-21 15:09:32,True
BID000478,TEN0091,VEN0114,1701000,2021-05-20 14:08:19,False
BID000479,TEN0091,VEN0073,1356000,2021-06-21 12:49:06,True
BID000480,TEN0091,VEN0021,1643000,2021-05-20 10:09:02,False
BID000481,TEN0091,VEN0109,1978000,2021-07-02 13:17:00,False
BID000482,TEN0091,VEN0004,1750000,2021-05-13 10:42:51,False
BID000483,TEN0092,VEN0112,1297000,2023-09-16 17:57:41,False
BID000484,TEN0092,VEN0085,1011000,2023-10-13 13:03:16,False
BID000485,TEN0092,VEN0049,893000,2023-10-10 11:45:12,True
BID000486,TEN0092,VEN0002,928000,2023-09-19 13:32:49,False
BID000487,TEN0092,VEN0015,1068000,2023-09-15 11:30:29,False
BID000488,TEN0092,VEN0014,1101000,2023-10-15 15:47:51,False
BID000489,TEN0093,VEN0065,6893000,2025-01-10 13:25:00,False
BID000490,TEN0093,VEN0021,6608000,2025-01-16 14:04:02,False
BID000491,TEN0093,VEN0082,6146000,2025-01-20 13:23:12,True
BID000492,TEN0093,VEN0115,8917000,2025-01-03 14:29:56,False
BID000493,TEN0093,VEN0029,9544000,2025-01-18 13:09:34,False
BID000494,TEN0093,VEN0047,6539000,2025-01-10 13:17:17,False
BID000495,TEN0094,VEN0009,5801000,2023-03-19 12:27:49,False
BID000496,TEN0094,VEN0044,4977000,2023-03-20 09:59:44,True
BID000497,TEN0094,VEN0097,5416000,2023-03-17 10:43:52,False
BID000498,TEN0095,VEN0053,6260000,2022-08-12 13:56:28,False
BID000499,TEN0095,VEN0119,6101000,2022-08-08 09:17:29,False
BID000500,TEN0095,VEN0097,6099000,2022-08-24 17:18:21,True
BID000501,TEN0096,VEN0076,8237000,2021-08-29 12:16:21,False
BID000502,TEN0096,VEN0073,8673000,2021-09-07 17:05:26,False
BID000503,TEN0096,VEN0079,7756000,2021-08-16 10:16:59,False
BID000504,TEN0096,VEN0054,6899000,2021-08-16 10:21:31,False
BID000505,TEN0096,VEN0116,7334000,2021-09-05 12:28:25,False
BID000506,TEN0096,VEN0020,5729000,2021-08-18 12:09:03,True
BID000507,TEN0096,VEN0065,8350000,2021-09-16 13:57:12,False
BID000508,TEN0097,VEN0066,14725000,2024-06-26 10:55:45,False
BID000509,TEN0097,VEN0039,12886000,2024-06-26 14:57:58,True
BID000510,TEN0097,VEN0094,14395000,2024-07-15 15:33:55,False
BID000511,TEN0097,VEN0088,14828000,2024-07-07 14:56:42,False
BID000512,TEN0098,VEN0095,4273000,2022-10-09 12:58:32,True
BID000513,TEN0098,VEN0064,6425000,2022-09-23 14:52:06,False
BID000514,TEN0098,VEN0081,5159000,2022-09-18 11:21:46,False
BID000515,TEN0098,VEN0028,4380000,2022-10-07 17:44:34,False
BID000516,TEN0098,VEN0046,5912000,2022-09-18 13:41:59,False
BID000517,TEN0098,VEN0024,5426000,2022-10-15 15:57:36,False
BID000518,TEN0098,VEN0035,5372000,2022-09-20 12:39:49,False
BID000519,TEN0098,VEN0103,5419000,2022-10-07 12:49:58,False
BID000520,TEN0099,VEN0049,1158000,2021-09-03 09:05:31,True
BID000521,TEN0099,VEN0051,1307000,2021-08-18 09:17:29,False
BID000522,TEN0099,VEN0013,1531000,2021-08-07 16:35:29,False
BID000523,TEN0099,VEN0059,1221000,2021-08-29 10:30:33,False
BID000524,TEN0099,VEN0050,1701000,2021-09-04 14:19:29,False
BID000525,TEN0099,VEN0014,1490000,2021-08-27 14:43:19,False
BID000526,TEN0099,VEN0075,1184000,2021-09-04 12:36:46,False
BID000527,TEN0100,VEN0024,1283000,2022-08-15 14:02:46,False
BID000528,TEN0100,VEN0090,1286000,2022-08-16 16:42:01,False
BID000529,TEN0100,VEN0006,1642000,2022-07-27 15:06:40,False
BID000530,TEN0100,VEN0081,1451000,2022-08-17 16:37:22,False
BID000531,TEN0100,VEN0101,1159000,2022-09-04 16:51:36,False
BID000532,TEN0100,VEN0037,1345000,2022-08-18 14:57:52,False
BID000533,TEN0100,VEN0093,1141000,2022-08-05 11:20:39,True
BID000534,TEN0101,VEN0078,7743000,2023-06-27 17:15:21,False
BID000535,TEN0101,VEN0097,8973000,2023-06-25 16:26:02,False
BID000536,TEN0101,VEN0066,7323000,2023-06-19 15:45:02,True
BID000537,TEN0101,VEN0068,8268000,2023-06-07 10:47:04,False
BID000538,TEN0102,VEN0023,19941000,2021-03-24 14:01:21,False
BID000539,TEN0102,VEN0010,15113000,2021-03-05 15:39:26,True
BID000540,TEN0102,VEN0036,19556000,2021-03-12 09:55:45,False
BID000541,TEN0102,VEN0033,15779000,2021-03-14 10:55:22,False
BID000542,TEN0102,VEN0102,19731000,2021-03-22 17:32:53,False
BID000543,TEN0102,VEN0056,17122000,2021-03-11 17:32:49,False
BID000544,TEN0102,VEN0117,19238000,2021-03-11 11:07:34,False
BID000545,TEN0102,VEN0058,18011000,2021-03-24 09:42:06,False
BID000546,TEN0103,VEN0048,3817000,2024-01-30 11:47:07,False
BID000547,TEN0103,VEN0012,3741000,2024-01-05 09:57:49,False
BID000548,TEN0103,VEN0024,3466000,2023-12-08 16:47:21,False
BID000549,TEN0103,VEN0103,3713000,2023-12-15 17:04:52,False
BID000550,TEN0103,VEN0092,4014000,2024-01-16 15:54:53,False
BID000551,TEN0103,VEN0084,3091000,2024-01-12 10:29:05,True
BID000552,TEN0103,VEN0006,3419000,2023-12-19 11:40:52,False
BID000553,TEN0103,VEN0035,5085000,2024-01-23 14:26:43,False
BID000554,TEN0104,VEN0111,4390000,2023-02-06 09:44:34,False
BID000555,TEN0104,VEN0088,3995000,2023-02-07 13:25:58,True
BID000556,TEN0105,VEN0029,5663000,2021-12-09 16:30:27,False
BID000557,TEN0105,VEN0030,5864000,2021-11-11 09:56:54,False
BID000558,TEN0105,VEN0091,4323000,2021-11-20 14:56:18,True
BID000559,TEN0106,VEN0028,1852000,2021-02-25 12:54:39,True
BID000560,TEN0106,VEN0061,1976000,2021-02-15 16:54:24,False
BID000561,TEN0107,VEN0085,557000,2024-06-23 17:08:28,False
BID000562,TEN0107,VEN0107,610000,2024-06-10 13:30:56,False
BID000563,TEN0107,VEN0049,512000,2024-06-15 17:53:40,False
BID000564,TEN0107,VEN0042,479000,2024-06-18 09:09:10,True
BID000565,TEN0107,VEN0059,604000,2024-06-12 17:21:45,False
BID000566,TEN0107,VEN0108,498000,2024-06-10 14:16:54,False
BID000567,TEN0108,VEN0098,1331000,2021-07-21 09:55:59,False
BID000568,TEN0108,VEN0110,1524000,2021-08-03 12:47:09,False
BID000569,TEN0108,VEN0099,1273000,2021-07-04 12:32:59,True
BID000570,TEN0108,VEN0042,1420000,2021-07-20 11:30:31,False
BID000571,TEN0108,VEN0105,1372000,2021-07-30 12:02:27,False
BID000572,TEN0108,VEN0059,1725000,2021-07-26 10:38:27,False
BID000573,TEN0109,VEN0025,311000,2022-07-02 12:49:18,False
BID000574,TEN0109,VEN0014,256000,2022-07-02 13:20:51,False
BID000575,TEN0109,VEN0106,237000,2022-08-11 14:12:02,True
BID000576,TEN0109,VEN0042,274000,2022-07-26 09:42:22,False
BID000577,TEN0109,VEN0043,267000,2022-07-25 16:26:07,False
BID000578,TEN0110,VEN0084,2478000,2022-07-30 11:44:20,False
BID000579,TEN0110,VEN0092,2400000,2022-08-02 17:35:22,False
BID000580,TEN0110,VEN0101,2778000,2022-08-09 12:25:16,False
BID000581,TEN0110,VEN0090,2440000,2022-07-14 12:50:30,False
BID000582,TEN0110,VEN0048,2263000,2022-07-25 15:24:41,True
BID000583,TEN0110,VEN0028,2487000,2022-08-17 14:30:47,False
BID000584,TEN0111,VEN0077,5115000,2022-11-11 13:49:43,True
BID000585,TEN0111,VEN0063,5948000,2022-12-05 10:21:25,False
BID000586,TEN0112,VEN0046,1419000,2021-12-06 17:23:26,False
BID000587,TEN0112,VEN0037,2030000,2021-12-02 11:30:21,True
BID000588,TEN0112,VEN0067,1406000,2021-11-25 12:43:13,False
BID000589,TEN0112,VEN0061,1615000,2021-11-30 10:37:53,False
BID000590,TEN0112,VEN0024,1454000,2021-12-16 17:10:13,False
BID000591,TEN0112,VEN0012,1359000,2021-12-21 12:37:09,False
BID000592,TEN0113,VEN0043,347000,2023-11-07 12:51:53,False
BID000593,TEN0113,VEN0014,381000,2023-11-15 15:09:41,False
BID000594,TEN0113,VEN0059,315000,2023-11-17 13:57:43,False
BID000595,TEN0113,VEN0042,430000,2023-12-09 11:20:42,False
BID000596,TEN0113,VEN0003,403000,2023-11-25 09:27:38,False
BID000597,TEN0113,VEN0016,284000,2023-12-07 14:05:14,True
BID000598,TEN0113,VEN0105,304000,2023-12-01 15:48:13,False
BID000599,TEN0113,VEN0107,315000,2023-12-09 14:47:55,False
BID000600,TEN0114,VEN0076,3992000,2024-04-17 10:01:30,True
BID000601,TEN0114,VEN0091,5103000,2024-04-20 15:11:51,False
BID000602,TEN0114,VEN0114,5415000,2024-04-30 09:06:48,False
BID000603,TEN0114,VEN0030,5925000,2024-05-20 17:03:09,False
BID000604,TEN0114,VEN0004,5114000,2024-04-29 15:03:45,False
BID000605,TEN0115,VEN0052,22387000,2024-11-16 13:07:20,False
BID000608,TEN0115,VEN0102,37787000,2024-11-01 17:46:49,True
BID000609,TEN0116,VEN0114,610000,2022-01-14 11:29:46,False
BID000610,TEN0116,VEN0030,711000,2022-01-20 15:35:30,True
BID000611,TEN0117,VEN0052,14081000,2021-10-01 13:59:08,False
BID000612,TEN0117,VEN0056,13349000,2021-10-15 09:34:03,True
BID000613,TEN0117,VEN0010,16784000,2021-10-10 16:37:48,False
BID000614,TEN0117,VEN0087,16797000,2021-10-16 15:37:33,False
BID000615,TEN0117,VEN0118,18005000,2021-11-09 10:39:51,False
BID000616,TEN0118,VEN0085,1260000,2025-01-14 11:33:43,False
BID000617,TEN0118,VEN0040,1243000,2025-01-02 09:30:20,False
BID000618,TEN0118,VEN0008,1003000,2024-12-30 17:53:38,False
BID000619,TEN0118,VEN0051,1405000,2024-12-31 17:54:52,False
BID000620,TEN0118,VEN0062,1182000,2025-01-12 10:13:09,False
BID000621,TEN0118,VEN0112,1265000,2025-01-10 10:03:20,False
BID000622,TEN0118,VEN0015,964000,2025-01-10 13:29:40,True
BID000623,TEN0119,VEN0042,1648000,2022-10-19 15:14:20,False
BID000624,TEN0119,VEN0098,2120000,2022-11-01 09:26:58,False
BID000625,TEN0119,VEN0059,1409000,2022-11-01 09:55:20,True
BID000626,TEN0120,VEN0040,1071000,2024-06-27 16:37:31,False
BID000627,TEN0120,VEN0080,1024000,2024-07-07 09:43:20,True
BID000628,TEN0120,VEN0050,1103000,2024-07-07 14:53:07,False
BID000629,TEN0121,VEN0069,44859000,2024-01-28 11:04:35,False
BID000630,TEN0121,VEN0036,53086000,2024-01-18 15:23:10,False
BID000631,TEN0121,VEN0120,49676000,2024-01-15 14:13:16,False
BID000632,TEN0121,VEN0045,44403000,2024-01-24 14:15:34,False
BID000633,TEN0121,VEN0074,75711000,2024-01-22 13:31:30,True
BID000634,TEN0122,VEN0073,587000,2022-06-23 16:26:31,False
BID000635,TEN0122,VEN0027,566000,2022-06-17 13:58:29,False
BID000636,TEN0122,VEN0020,423000,2022-06-22 09:07:49,True
BID000637,TEN0122,VEN0017,540000,2022-07-03 14:26:47,False
BID000638,TEN0122,VEN0082,451000,2022-06-24 14:35:23,False
BID000639,TEN0122,VEN0029,581000,2022-06-24 12:41:09,False
BID000640,TEN0122,VEN0070,497000,2022-06-15 16:21:54,False
BID000641,TEN0123,VEN0048,4253000,2024-11-10 13:31:28,False
BID000642,TEN0123,VEN0046,3921000,2024-11-12 13:24:12,False
BID000643,TEN0123,VEN0095,3671000,2024-11-25 00:00:00,False
BID000644,TEN0123,VEN0038,3396000,2024-11-08 14:51:05,True
BID000645,TEN0123,VEN0093,4310000,2024-11-10 17:55:52,False
BID000646,TEN0123,VEN0064,4135000,2024-11-05 17:25:18,False
BID000647,TEN0123,VEN0012,4059000,2024-11-19 16:11:43,False
BID000648,TEN0123,VEN0024,4160000,2024-11-11 09:22:47,False
BID000649,TEN0124,VEN0007,15337000,2024-12-09 09:17:29,True
BID000650,TEN0124,VEN0010,22317000,2024-12-10 16:00:22,False
BID000651,TEN0124,VEN0023,18699000,2024-12-21 13:09:41,False
BID000652,TEN0124,VEN0001,18773000,2024-12-27 17:31:13,False
BID000653,TEN0125,VEN0046,8431000,2023-05-07 10:28:23,False
BID000654,TEN0125,VEN0038,5574000,2023-05-23 13:00:13,True
BID000655,TEN0126,VEN0024,5878000,2023-10-31 11:14:47,False
BID000656,TEN0126,VEN0103,8207000,2023-10-20 10:47:59,False
BID000657,TEN0126,VEN0012,7824000,2023-11-10 00:00:00,False
BID000658,TEN0126,VEN0092,7276000,2023-10-31 11:51:02,False
BID000659,TEN0126,VEN0048,5546000,2023-11-02 13:09:22,True
BID000660,TEN0126,VEN0019,6921000,2023-10-23 14:18:35,False
BID000661,TEN0126,VEN0046,7720000,2023-11-06 16:52:17,False
BID000662,TEN0127,VEN0009,7019000,2021-04-16 15:39:41,False
BID000663,TEN0127,VEN0094,6946000,2021-04-06 11:11:07,False
BID000664,TEN0127,VEN0068,6424000,2021-03-24 16:44:22,True
BID000665,TEN0127,VEN0119,6959000,2021-04-17 15:00:37,False
BID000666,TEN0127,VEN0078,6656000,2021-04-29 15:18:49,False
BID000667,TEN0127,VEN0096,7568000,2021-04-29 15:24:41,False
BID000668,TEN0127,VEN0053,6836000,2021-04-24 16:59:55,False
BID000669,TEN0127,VEN0039,6478000,2021-05-11 09:15:19,False
BID000670,TEN0128,VEN0039,6174000,2021-02-08 13:23:29,False
BID000671,TEN0128,VEN0088,5572000,2021-01-25 09:57:36,False
BID000672,TEN0128,VEN0078,6749000,2021-01-23 17:30:26,False
BID000673,TEN0128,VEN0068,6920000,2021-02-02 12:16:51,False
BID000674,TEN0128,VEN0044,5982000,2021-01-24 12:03:15,False
BID000675,TEN0128,VEN0053,6795000,2021-02-10 10:35:12,False
BID000676,TEN0128,VEN0119,4885000,2021-01-30 09:44:26,True
BID000677,TEN0128,VEN0096,6896000,2021-02-14 00:00:00,False
BID000678,TEN0129,VEN0092,4027000,2021-08-28 11:36:32,False
BID000679,TEN0129,VEN0067,5832000,2021-08-31 13:55:09,False
BID000680,TEN0129,VEN0024,6531000,2021-09-05 17:52:15,False
BID000681,TEN0129,VEN0019,5045000,2021-08-26 15:37:31,False
BID000682,TEN0129,VEN0046,4431000,2021-09-03 16:30:49,False
BID000683,TEN0129,VEN0038,4396000,2021-08-29 14:42:47,False
BID000684,TEN0129,VEN0048,5609000,2021-09-08 14:12:25,False
BID000685,TEN0129,VEN0064,3808000,2021-09-14 00:00:00,True
BID000686,TEN0130,VEN0074,5966000,2024-05-24 00:00:00,False
BID000687,TEN0130,VEN0036,6952000,2024-04-26 17:19:34,False
BID000688,TEN0130,VEN0041,5303000,2024-04-29 11:34:10,True
BID000689,TEN0130,VEN0117,5969000,2024-05-20 13:11:46,False
BID000690,TEN0130,VEN0100,5828000,2024-05-05 12:58:23,False
BID000691,TEN0130,VEN0069,6824000,2024-05-10 10:01:43,False
BID000692,TEN0131,VEN0025,132000,2024-03-04 13:39:11,False
BID000693,TEN0131,VEN0086,164000,2024-02-08 13:48:51,False
BID000694,TEN0131,VEN0059,150000,2024-01-17 16:41:53,False
BID000695,TEN0131,VEN0002,143000,2024-02-15 16:50:48,False
BID000696,TEN0131,VEN0085,123000,2024-02-12 13:29:30,False
BID000697,TEN0131,VEN0099,143000,2024-02-22 09:32:29,False
BID000698,TEN0131,VEN0026,111000,2024-03-06 15:31:43,True
BID000699,TEN0131,VEN0050,163000,2024-02-05 17:52:34,False
BID000700,TEN0132,VEN0025,1740000,2024-05-13 09:49:18,False
BID000701,TEN0132,VEN0015,1831000,2024-05-12 11:44:39,False
BID000702,TEN0132,VEN0099,1929000,2024-05-01 13:53:30,False
BID000703,TEN0132,VEN0026,1697000,2024-04-26 12:21:50,False
BID000704,TEN0132,VEN0014,1650000,2024-05-04 14:40:24,True
BID000705,TEN0132,VEN0008,1737000,2024-04-23 16:06:58,False
BID000706,TEN0132,VEN0040,2294000,2024-04-25 10:48:07,False
BID000711,TEN0133,VEN0003,1236000,2022-07-09 17:45:39,True
BID000712,TEN0133,VEN0026,1457000,2022-07-15 12:27:50,False
BID000713,TEN0134,VEN0047,2638000,2024-07-15 16:46:56,True
BID000714,TEN0134,VEN0020,2838000,2024-07-11 16:25:44,False
BID000715,TEN0135,VEN0096,10283000,2022-04-20 14:47:27,False
BID000716,TEN0135,VEN0077,10215000,2022-04-30 15:08:03,False
BID000717,TEN0135,VEN0094,8326000,2022-04-30 15:27:22,False
BID000718,TEN0135,VEN0068,9331000,2022-04-29 14:33:50,False
BID000719,TEN0135,VEN0063,12298000,2022-04-21 13:53:09,False
BID000720,TEN0135,VEN0032,10446000,2022-04-21 11:43:55,False
BID000721,TEN0135,VEN0097,8824000,2022-04-22 14:39:37,False
BID000722,TEN0135,VEN0022,7779000,2022-04-23 16:48:52,True
BID000723,TEN0136,VEN0025,117000,2024-10-05 09:14:42,True
BID000724,TEN0136,VEN0060,117000,2024-10-17 09:05:05,False
BID000725,TEN0136,VEN0110,142000,2024-10-17 09:34:25,False
BID000726,TEN0136,VEN0003,165000,2024-10-17 14:39:55,False
BID000727,TEN0136,VEN0075,145000,2024-10-14 16:45:04,False
BID000728,TEN0136,VEN0112,141000,2024-10-14 17:46:53,False
BID000729,TEN0137,VEN0114,3936000,2024-03-26 12:36:56,False
BID000730,TEN0137,VEN0030,4508000,2024-05-05 00:00:00,False
BID000731,TEN0137,VEN0115,3867000,2024-04-02 12:32:44,True
BID000732,TEN0137,VEN0034,3902000,2024-04-17 13:36:28,False
BID000733,TEN0137,VEN0031,4350000,2024-03-29 13:44:28,False
BID000734,TEN0137,VEN0055,3996000,2024-04-29 12:34:02,False
BID000735,TEN0137,VEN0047,4571000,2024-04-01 11:15:38,False
BID000736,TEN0138,VEN0059,1282000,2022-01-31 09:46:20,False
BID000737,TEN0138,VEN0042,1352000,2022-01-11 10:47:26,False
BID000738,TEN0138,VEN0098,1250000,2022-01-23 14:44:57,False
BID000739,TEN0138,VEN0015,1359000,2022-01-23 12:22:29,False
BID000740,TEN0138,VEN0071,1173000,2022-01-31 10:44:50,False
BID000741,TEN0138,VEN0013,1409000,2022-01-10 13:04:29,False
BID000742,TEN0138,VEN0075,1836000,2022-01-22 12:40:59,True
BID000743,TEN0139,VEN0036,40117000,2021-02-26 12:46:28,False
BID000744,TEN0139,VEN0069,32036000,2021-02-15 11:07:36,False
BID000745,TEN0139,VEN0072,31536000,2021-02-08 17:50:43,False
BID000746,TEN0139,VEN0041,39921000,2021-01-31 11:46:50,False
BID000747,TEN0139,VEN0117,41545000,2021-02-26 14:06:57,False
BID000748,TEN0139,VEN0052,29879000,2021-02-13 12:32:01,True
BID000749,TEN0139,VEN0100,32952000,2021-02-10 11:47:39,False
BID000750,TEN0140,VEN0117,33066000,2021-09-15 12:05:30,False
BID000751,TEN0140,VEN0045,29258000,2021-09-14 14:07:16,True
BID000752,TEN0140,VEN0056,30299000,2021-09-05 11:09:59,False
BID000753,TEN0140,VEN0033,31458000,2021-09-24 09:08:24,False
BID000754,TEN0141,VEN0100,9780000,2024-08-09 14:12:26,False
BID000755,TEN0141,VEN0052,8198000,2024-07-27 11:14:59,False
BID000756,TEN0141,VEN0120,8007000,2024-08-07 12:04:23,True
BID000757,TEN0141,VEN0058,8907000,2024-08-20 12:38:31,False
BID000758,TEN0141,VEN0074,9641000,2024-08-05 13:01:21,False
BID000759,TEN0141,VEN0104,8619000,2024-07-23 17:50:08,False
BID000760,TEN0141,VEN0072,9455000,2024-08-07 11:02:36,False
BID000761,TEN0142,VEN0019,6431000,2022-05-17 12:55:19,True
BID000762,TEN0142,VEN0061,8063000,2022-05-11 13:22:23,False
BID000763,TEN0142,VEN0012,7079000,2022-05-21 14:27:26,False
BID000764,TEN0142,VEN0103,6955000,2022-05-25 15:36:37,False
BID000765,TEN0142,VEN0035,7650000,2022-05-03 11:13:30,False
BID000766,TEN0142,VEN0037,8401000,2022-05-23 11:02:20,False
BID000767,TEN0142,VEN0090,6653000,2022-05-20 15:14:54,False
BID000768,TEN0143,VEN0095,5754000,2022-06-24 16:13:04,False
BID000769,TEN0143,VEN0019,5610000,2022-06-23 11:09:08,False
BID000770,TEN0143,VEN0061,4957000,2022-06-08 11:10:53,True
BID000771,TEN0143,VEN0064,5842000,2022-06-16 13:23:11,False
BID000772,TEN0143,VEN0048,6757000,2022-06-28 00:00:00,False
BID000773,TEN0143,VEN0084,5853000,2022-06-15 10:21:12,False
BID000774,TEN0144,VEN0085,449000,2023-02-02 11:04:07,False
BID000775,TEN0144,VEN0059,407000,2023-01-24 15:52:49,False
BID000776,TEN0144,VEN0060,395000,2023-02-01 16:24:17,False
BID000777,TEN0144,VEN0002,367000,2023-01-20 17:11:41,True
BID000778,TEN0144,VEN0098,390000,2023-02-04 17:39:32,False
BID000779,TEN0144,VEN0107,402000,2023-02-08 00:00:00,False
BID000780,TEN0144,VEN0105,396000,2023-02-07 10:15:37,False
BID000781,TEN0145,VEN0083,14953000,2024-05-11 14:45:16,False
BID000782,TEN0145,VEN0074,11479000,2024-05-23 13:13:14,False
BID000783,TEN0145,VEN0072,11075000,2024-05-20 15:06:51,True
BID000784,TEN0145,VEN0069,15114000,2024-05-10 12:10:19,False
BID000785,TEN0146,VEN0068,15761000,2024-06-24 12:36:48,False
BID000786,TEN0146,VEN0097,13834000,2024-06-18 14:50:24,False
BID000787,TEN0146,VEN0111,11985000,2024-07-20 14:34:11,False
BID000788,TEN0146,VEN0063,15982000,2024-06-23 14:48:03,False
BID000789,TEN0146,VEN0077,10293000,2024-07-07 14:14:33,True
BID000790,TEN0146,VEN0053,11985000,2024-07-23 10:06:54,False
BID000791,TEN0146,VEN0094,15933000,2024-07-25 17:22:42,False
BID000792,TEN0146,VEN0009,12904000,2024-07-26 14:00:48,False
